Review_Date,Positive_Review,Negative_Review,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,days_since_review,month_idx,days_num,doc_id
2016-12-06,Location Staff attitude,Room overwarm at night Very reasonable breakfast but fried eggs were overcooked,7.5,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,240 day,12,240,932
2015-12-21,The location was great and the reception bar staff were very helpful Our room was comfortable although we did not spend very much time there,Would have been better if free wi fi was provided,10,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,591 day,12,591,933
2016-12-13,The room was pretty much everything you needed very clean and could change the heating to suite our needs The price was so good for the location also less than 5 minutes walk to Oxford Street and Baker Street tube station,No Negative,10,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,233 day,12,233,934
2015-12-11,Fantastic location Comfy beds and nice size rooms,The shower was a bit blocked Wasn t in it long before water was all over the floor,8.3,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",8,601 day,12,601,935
2016-12-14,Very comfortable location and parking nice breakfast Very helpful staff many tips about tourist attractions and nice convivial atmosphere Restaurant with small but fantastic manu,Room smelled cigarettes,6.7,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,232 day,12,232,936
2016-12-18,A great hotel with very helpful staff The ambiance and style of the hotel makes it very comfortable and a great choice for Vienna,It seems more like a 3 star but very nice,9.6,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ']",49,228 day,12,228,937
2016-12-29,I ve stayed at the hotel for 4 nights and really enjoyed my stay here The service is great the breakfast is tasted,No Negative,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",6,217 day,12,217,938
2015-12-03,Quality of services and amability,"",10,"[' Business trip ', ' Couple ', ' Deluxe Room ', ' Stayed 2 nights ']",3,609 day,12,609,939
2015-12-22,Area,breakfast bread hard and dry No juice avaliable,7.9,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",20,590 day,12,590,940
2016-12-09,Location Security procedures and helpful staff,Cheking in late although I had an early check in last year Robes were requested although they should have been available without requesting Coffee packs were not provided with every room service although they were out Requesting through phone takes time and sometimes requests are not fulfilled Over all what I didn t like doesn t mean I wouldn t stay in this hotel again but I would like to contribute service enhancement and I definately recommend this hotel to everyone,6.7,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",5,237 day,12,237,941
2016-12-19,the whole stay was a very good experience the staff were great and attended for all our needs it was booked for our wedding night and pre wedding day,No Negative,9.6,"[' Family with young children ', ' One Bedroom Suite ', ' Stayed 2 nights ']",4,227 day,12,227,942
2015-12-15,Large very clean room Nicely decorated with a large in room shower with glass wall Very silent rooms Hotel is in a quiet area but very easy to travel to,The breakfast can be crowded it is also open for non guests and there is no priority for guests,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ']",1,597 day,12,597,943
2015-12-30,Nice rooms at a good price,Breakfast wasn t very good,7.5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,582 day,12,582,944
2016-12-10,Lepo moderan udoban,Net spor video na YouTube secka I zabada lokacija,9.2,"[' Business trip ', ' Solo traveler ', ' penta Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",16,236 day,12,236,945
2016-12-24,Location Courteous and helpful staff clean comfortable and luxurious room,Not much variety in buffet breakfast,7.5,"[' Business trip ', ' Solo traveler ', ' Deluxe Queen Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",25,222 day,12,222,946
2016-12-13,Very clean rooms and bath as well as shower,Lifts didnt work very well had to use emergency stairs as more reliable Beds were not the most comfortable,8.3,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,233 day,12,233,947
2015-12-01,This hotel is all sbout location,No room service,7.1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",10,611 day,12,611,948
2015-12-24,Very good location near to the underground station Room was good spacious and clean and sound proof,The breakfast is very expensive and with the good alternatives close by the hotel does not encourage to have breakfast in the hotel,10,"[' Leisure trip ', ' Group ', ' Executive Room ', ' Stayed 4 nights ']",3,588 day,12,588,949
2015-12-10,Nothing,Far away from anything,3.8,"[' Leisure trip ', ' Couple ', ' Executive Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,602 day,12,602,950
2015-12-17,Spacious and good location for our needs,The room wasn t very clean There were hair in the bathroom when we arrived The next day after the room was cleaned the hair were still there It seemed as if they were moped around the floor The kitchen wasn t cleaned after we used it and dirty dishes were left in the sink with no provision of dish soap and sponge for us to wash the dishes,5.4,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room 1 2 Adults ', ' Stayed 3 nights ']",3,595 day,12,595,951
2016-12-10,Staff were very friendly,No Negative,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,236 day,12,236,952
2016-12-01,The outside of the hotel was very cosy and lovely,I didn t like a lot of things about this hotel it was really poor,4.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,245 day,12,245,953
2016-12-07,Satisfying breakfast helpful staff,No Negative,7.5,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 2 nights ']",33,239 day,12,239,954
2016-12-11,Great location Super Friendly staff Amazing breakfast,No Negative,8.3,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,235 day,12,235,955
2016-12-19,No Positive,Only one bottle of drinking water given on first night the other two nights none provided Breakfasts were shockingly poor,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']",1,227 day,12,227,956
2015-12-29,It was the third time I have stayed at the hotel in two years as always the staff were very polite friendly the room was on the ground floor was spotlessly clean,No Negative,9.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']",1,583 day,12,583,957
2015-12-23,Comfortable beds Spacious room Friendly helpful receptionists,Concierge a bit dismissive when I asked a question about car parking Not enough teabags milk in room,9.2,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6,589 day,12,589,958
2015-12-22,Good location for museums and concert hall,No Negative,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,590 day,12,590,959
2015-12-01,Fantastic location professional and pleasant staff from the reception concierge and bar staff Brilliant afternoon tea,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",8,611 day,12,611,960
2016-12-14,Location is perfect near metro and train Good breakfast and nice staff,Room service does not speak English they were not good as third person s duvet and pillow was missed next day soap shampoo tea replacement were missed in the room the second night and we had to request them by making several phone calls,8.8,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Room with 2 Single Sofa Beds ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,232 day,12,232,961
2016-12-01,Location is very good the front desk staff very friendly,The room had a terrible moldy smell The breakfast was not great at all and certainly not worth the price Poor choices and quality,7.1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",19,245 day,12,245,962
2016-12-12,The staff were all so welcoming and helpful The rooftop terrace was fantastic,Although the toilet cubicle has its own door there was no door between the main bathroom area and the bedroom meaning that you are fairly exposed when in the shower or drying off outside the shower if the person you re sharing with comes too close I was sharing with my mum and also often holiday with friends so they should really add a sliding door for privacy,10,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2,234 day,12,234,963
2015-12-22,Hotel is well situated and has all needed facilities Service is good on normal days,The weekend before Christmas is too busy Staff cannot follow up the requests of the quantity people present In addition the company parties add a stress on the staff Nothing to complain in fact but the situation is uncomfortable Definitely avoid that timeframe if you want to relax Finally their penthouse Japanese restaurant was closed for refurbishment a real pitty as it is an excellent Japanese restaurant with amazing views over London,7.5,"[' Leisure trip ', ' Family with older children ', ' Superior Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",5,590 day,12,590,964
2015-12-20,Very comfortable bed,Rather expensive breakfast 18 Euros,7.5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ']",9,592 day,12,592,965
2015-12-05,location,none,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",2,607 day,12,607,966
2015-12-01,The size of the bed The lobby of the hotel The location,The heat in the room No hairdryer,7.9,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",1,611 day,12,611,967
2016-12-09,Everything was amazing The staff are the best I ve ever seen in all my travels They were very nice and helpful The breakfast was outstanding I would defenitely recommend Mercer Hotel Barcelona,No Negative,10,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",8,237 day,12,237,968
2016-12-29,The location and the style of the hotel There were little details which made the place extra special,No Negative,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,217 day,12,217,969
2016-12-12,Quiet comfortable decent sized rooms for Paris with a small pool and wet room Young and enthusiastic staff,No restaurant,7.9,"[' Leisure trip ', ' Group ', ' Deluxe King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",14,234 day,12,234,970
2016-12-17,Staff very nice Great breakfast Fine dining facilities,No receptionist at night time,7.1,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",6,229 day,12,229,971
2016-12-23,Underfloor heating was fab Bed was a super king so when your boyfriend is 6ft5 it gives you plenty of room,No Negative,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6,223 day,12,223,972
2015-12-09,Location is perfect,Housekeeping Beds and pillows not comfy Very poor and bad lighting in living room Hot corridors,6.3,"[' Leisure trip ', ' Group ', ' One Bedroom Park Suite ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",9,603 day,12,603,973
2016-12-24,Excellent location,The first room we were given reeked of cigarette smoke We were quickly given an alternative room however,8.3,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",33,222 day,12,222,974
